식품명,에너지,단백질,지방,탄수화물,1회제공량
곤드레나물밥과 두부닭가슴살스테이크,325,13,3.1,61,230.0
곤드레나물밥과 불고기오믈렛,325,9,7,56,205.0
곤드레나물솥밥&깻잎동그랑땡,365,9,14,49,230.0
곤드레나물솥밥&소고기간장불고기,410,19,10,61,285.0
곤드레나물잡곡밥 단짠사태찜,433,29,8,61,275.0
곤드레나물잡곡밥 매콤한돼지고기볶음,227,8,3.3,41,148.0
곤드레나물잡곡밥 씨앗 콩 닭가슴살볼,246,10,5,40,145.0
곤드레된장블럭,297,14,4.1,51,90.0
곤드레볶음밥,205,6.4,1.1,42.3,160.0
곤드레빽햄유부초밥,489,15,17,69,280.0
곤드레수다밥,295,5,0,68,210.0
곤드레잡곡밥 침치소고기스테이크,321,13,6,57,197.0
곤약 분짜 샐러드,165,11,4,21,275.0
곤약 브리또 바비큐,250,17,7,30,125.0
곤약 브리또 핫치킨,265,18,7,33,125.0
곤약고구마영양밥&골드오믈렛,372,24,12,42,240.0
곤약곤드레나물밥&깻잎고추장불고기,413,15,9,65,260.0
곤약곤드레나물밥&깻잎닭가슴살볼,347,27,9,38,240.0
곤약곤드레나물밥&매콤닭가슴살,384,23,8.9,52,250.0
곤약귀리찰보리&떡갈비미트볼,460,15,19,57,220.0
곤약다섯가지나물밥&참치오믈렛,270,12,11,31,220.0
곤약단호박밥& 페퍼콘,288,16.7,3.6,47.1,230.0
곤약단호박영양밥&오징어볶음,312,17,5.9,47,250.0
곤약단호박영양밥&청양닭가슴살비엔나,280,15,13,26,170.0
곤약단호박영양밥&탄두리치킨커리,255.27,9.48,4.92,43.26,215.0
곤약단호박영양밥&해산물포두부볶음,255.27,9.48,4.92,43.26,215.0
곤약닭가슴살김밥,305,11,7,49,206.0
곤약닭가슴살밥&훈제오리,410,15.82,20.94,39.67,215.0
곤약닭가슴살볶음밥과 두부닭가슴살스테이크,315,13,6,53,225.0
곤약닭개장죽,180,13,2.4,27,250.0
곤약무청시래기나물밥&깻잎동그랑땡,330,13,14,38,220.0
곤약뿌리채소영양밥&숯불닭갈비,225,8,9,27,200.0
곤약삼계죽,170,13,1.5,26,250.0
곤약상회 곤약닭가슴살순대,182,18,6,14,150.0
곤약상회 곤약현미떡볶이,295,5,3,65,145.0
곤약샐러드(초계곤약면),100,9.22,2.66,9.92,220.0
곤약야채 갈릭볶음밥,330,7,4.1,66,200.0
곤약야채 게살볶음밥,320,7,4.8,62,200.0
곤약연근영양밥&골드오믈렛,264,12,10,32,170.0
곤약연근영양밥&훈제닭가슴살슬라이스,254,23,6,27,180.0
곤약잡곡 고소한 귀리잡곡밥,346,7,2.9,73,200.0
곤약잡곡 닭가슴살 잡채볶음밥,300,10,4.9,54,200.0
곤약잡곡 부드러운 닭가슴살 간장계란밥,323,17,7,48,200.0
곤약전복삼계죽,125,5,3.3,19,270.0
곤약즉석밥 귀리,105,3,2.1,21,150.0
곤약즉석밥 현미퀴노아,90,2,0,21,150.0
곤약콩콩푸드&풀드치킨마일드,255,16,6,35,210.0
곤약퀴노아영양밥&깻잎닭가슴살볼,277,22,6,32,180.0
곤약퀴노아영양밥&매콤해산물볶음,308.3,12.78,5.33,52.29,235.0
곤약퀴노아영양밥&오믈렛골드,316.14,10.63,6.74,53.25,230.0
곤약통단팥죽,235,9,0.8,48,270.0
곤약현미밥과 숯불닭갈비,260,12,6,39,195.0
곤약현미야채영양밥&갈릭닭가슴살비엔나,289,18,11,28,170.0
곤약현미야채영양밥&레드크림커리닭가슴살,257,26,5,26,190.0
곤약현미야채영양밥&머스타드한입닭가슴살,305.38,17.95,4.86,47.45,235.0
곤약현미야채영양밥&어묵닭가슴살볼,279,18,6,39,190.0
곤약현미야채영양밥과 해물닭가슴살완자,260,12,6,40,225.0
곤약현미잡곡밥 #닭가슴살마파두부 #오믈렛,385,20,14,45,270.0
곤이알탕,470,84,12,7,810.0
골드오믈렛샐러드 & 곤약닭가슴살볶음밥,295,18,14,27,229.0
골드치킨도시락,965,26,44,116,402.0
골드크랩참치마요삼각김밥,199,4,4,31,110.0
골든고구마치즈스틱,300,9,15,33,100.0
골뱅이비빔면,290,11,4.7,51,290.0
골뱅이와 소면,843,32,7,163,694.0
곰곰 7색 나물 비빔밥용 세트,281,15,9.2,34.6,350.0
곰곰 갈비탕,125,19,3.7,3,600.0
곰곰 고구마 그래놀라 그린샐러드,180,11,2.2,29,160.0
곰곰 곤드레볶음밥,405,7,4.9,82.6,250.0
곰곰 국산보리가 들어간 고소한 선식,127,4,2.5,22,30.0
곰곰 김말이,815,5.6,28,135,400.0
곰곰 김치볶음밥,540,8.5,18,85.9,300.0
곰곰 김치찌개,150,15,5.5,10,500.0
곰곰 낙지볶음밥,545,10,13,97,300.0
곰곰 단호박 리코타치즈 그린샐러드,255,5,14.4,26,160.0
곰곰 닭 도시락 곡물닭가슴살큐브&통귀리샐러드,260,19,6,32.5,185.0
곰곰 닭 도시락 단호박닭가슴살큐브&통귀리샐러드,263,21.5,5.5,31.8,185.0
곰곰 닭 도시락 닭가슴살오믈렛&레몬밤닭가슴살미니볼,217,18,5,25,185.0
곰곰 닭 도시락 닭가슴살오믈렛&맥주효모닭가슴살미니볼,217,18,5,25,185.0
곰곰 닭 도시락 닭가슴살오믈렛&새싹보리닭가슴살미니볼,217,18,5,25,185.0
곰곰 닭 도시락 시즌2 레몬밤닭가슴살미니볼&유부닭,265,16.9,6,36,180.0
곰곰 닭 도시락 시즌2 치즈닭가슴살큐브&유부닭,270,17.5,7.2,33.6,180.0
곰곰 닭 도시락 시즌2 카레닭가슴살큐브&닭양쌈,255,19.8,8.3,25.7,180.0
곰곰 닭 도시락 시즌2 현미닭가슴살미니볼&닭양쌈,275,19,9,29.5,180.0
곰곰 닭 도시락 시즌2 흑미닭가슴살미니볼&새우샐러드,277,17,7,36.5,180.0
곰곰 닭 도시락 시즌2 흰강낭콩미니볼&파스타샐러드,290,17,7,39.7,200.0
곰곰 닭 도시락 치즈닭가슴살큐브&통귀리샐러드,266,20.7,6.1,32,185.0
곰곰 닭가슴살 그린샐러드,130,13.5,1,17,165.0
곰곰 닭갈비 볶음밥,520,11.6,12.2,91,300.0
곰곰 돼지고기 김치짜글이,210,15,7,22,400.0
곰곰 돼지국밥,135,19,4.6,4,500.0
곰곰 떡볶이 매운맛,1190,36,10,238,560.0
곰곰 떡볶이 옛날맛,1210,44,10.5,235,560.0
곰곰 레몬유자 훈제치킨 그린샐러드,131,12,1.9,16.5,190.0
곰곰 리코타치즈 그린샐러드,205,4.3,11,23,160.0
곰곰 밥 도시락 곤드레나물밥&간장불고기,395,17,7,65.8,260.0
곰곰 밥 도시락 무청나물밥&고추장제육볶음,468,17,16,64,260.0
곰곰 밥 도시락 병아리콩귀리밥&닭가슴살오믈렛,384,19,12,50,260.0
곰곰 밥 도시락 시즌2 단호박귀리밥&숯불닭갈비,401,23,9,57,250.0
곰곰 밥 도시락 시즌2 브로콜리현미밥&함박스테이크,432,14.8,11.2,68,250.0
곰곰 밥 도시락 시즌2 씨앗귀리밥&제육볶음,425,24.5,8.1,63.5,250.0
곰곰 밥 도시락 시즌2 옥수수야채현미밥&숯불고기,340,13.5,4,62.6,250.0
곰곰 밥 도시락 시즌2 찰흑미밥&참치오믈렛,428,15,12,65,250.0
곰곰 밥 도시락 시즌2 햄야채현미밥&순살닭강정,400,17,8.3,64,250.0
곰곰 밥 도시락 현미렌틸콩밥&히레까츠,436,16.5,11,67.8,260.0
곰곰 밥 도시락 흑미현미잡곡밥&버섯카레맛닭가슴살큐브,359,18,6.3,57.6,260.0
곰곰 밥 도시락 흰강낭콩귀리밥&청양고추닭가슴살큐브,342,21,8.3,45.8,260.0
곰곰 부대찌개,545,30.6,20,60.9,1000.0
곰곰 불고기 스위트 포테이토 그린샐러드,260,13.6,11.3,26,225.0
곰곰 사골곰탕,40,4,2.6,0.7,500.0
곰곰 새우볶음밥,492,9.9,12,86,300.0
곰곰 샐러드 도시락 귀리닭가슴살미니볼&과일채소샐러드,210,23,4.5,19,190.0
곰곰 샐러드 도시락 렌틸콩닭가슴살미니볼&과일채소샐러드,225,24,7,16,190.0
곰곰 샐러드 도시락 치즈닭가슴살미니볼&과일채소샐러드,210,24,6,15,190.0
곰곰 샐러드 도시락 현미닭가슴살미니볼&과일채소샐러드,195,20,4.5,19,190.0
곰곰 샐러드 도시락 흑미닭가슴살미니볼&과일채소샐러드,211,21,7,16,190.0
곰곰 샐러드 도시락 흰강낭콩닭가슴살미니볼&과일채소샐러드,211,21,7,16,190.0
곰곰 소고기 미역국,137,10,9.4,3,500.0
곰곰 소불고기 그린샐러드,257,12,15,18.6,160.0
곰곰 소불고기 볶음밥,460,10,7,89,300.0
곰곰 소중한 우리쌀밥,275,5,0.5,62,200.0
곰곰 순대국,320,20,10,37.5,600.0
곰곰 시저 콥 볼 그린샐러드,275,14.8,15.4,14.8,175.0
곰곰 우삼겹 숙주볶음,805,25.3,67,24.8,527.0
곰곰 육개장,110,13,3.1,7,600.0
곰곰 잡채,355,10,8,60.7,275.0
곰곰 장충동식 찰순대,910,18.5,18,168,500.0
곰곰 주먹밥 감자탕맛,165,4.9,3.6,27.8,100.0
곰곰 주먹밥 불고기,190,5.7,3,35,100.0
곰곰 주먹밥 통모짜렐라 김치,170,4.6,3.1,30.9,100.0
곰곰 케이준치킨 그린샐러드,255,11,16,16.6,180.0
곰곰 크랜베리 단호박 그린샐러드,270,4,14,34,165.0
곰곰 해물 누룽지탕,586,27,7.3,103,900.0
곰곰 해물볶음밥,377,10,7,68.6,230.0
곰곰 햄야채볶음밥,544,10,16,90,300.0
곰곰 향긋 냉이 된장짜글이,170,10.5,4.5,21.9,400.0
곰곰 흑임자 연근 샐러드,206,1.6,8,31.9,200.0
곰곰간편누룽지,116,1.5,0,27,30.0
곰곰감자샐러드,1505,19,98,137,1000.0
곰곰감자에그샐러드,1825,61,120,125,1000.0
곰곰꽃맛살샐러드,2025,51,139.5,141,1000.0
곰곰단호박샐러드,1894,13,122,186,1000.0
곰곰대패삼겹볶음밥,535,12.7,13,92,300.0
곰곰소고기버섯볶음밥,355,9,8,62,220.0
곰곰소중한우리쌀현미밥,280,6.9,1.4,59.6,210.0
곰곰에그샐러드,2440,79,187,110,1000.0
곰곰잡채볶음밥,460,10.8,9,84,300.0
곰곰차돌깍두기볶음밥,360,8,8,64,210.0
곰곰치즈부대찌개,455,29,24,30,965.0
곰곰포크&스크램블볶음밥,450,16,14,65,210.0
곰곰활화산치킨밥,380,12.5,8,64,200.0
곰표 닭갈비 떡볶이,1220,44,31,192,793.0
곰표 청양크림 우삼겹 떡볶이,1245,44,53,148,751.0
곱도리탕,450,37,15,42,400.0
곱창국수,480,17,14,71,272.0
곱창덮밥,640,17,23,92,341.0
곱창부대전골,300,24,16,16,500.0
곱창전골,745,37,44,51,1114.0
곱창전골,400,26,25,18,400.0
곱창전골,233,14,13,15,400.0
곱창전골 부재료,114.4,4.8,0.8,22,100.0
곱창파는청년들 특양볶음밥,400,20,6,67,250.0
공룡별미 짬뽕라면밥,375,9,9,64,110.0
공복애(愛)조공 고기,75,2,0.5,16,20.0
공복애(愛)조공 야채,74,2,0.5,16,20.0
공화춘 자장덮밥,415,9,9,74,280.0
공화춘 짬뽕국밥,360,9,6,58,193.0
과일고구마조림,80,0.7,2.4,14,130.0
과일수수찹쌀죽 밀키트,355,7,1.8,78,300.0
과일수수찹쌀죽 밀키트(쌀제외),125,2,0,28,200.0
과일채소치즈진밥 밀키트,550,11,3,119,400.0
과일채소치즈진밥 밀키트(쌀제외),75,2,0.8,15,265.0
과카몰리 샐러드,153,5,11,9,100.0
광동식 닭가슴살곤약볶음밥,195,14,18,35,200.0
광양식 소불고기,473,29,29,24,261.0
광양식 소불고기볶음밥,372,9,10,62,210.0
광양식불고기,599,21,14,96,297.0
교동 메추리알장조림,270,14,15,21,250.0
교동 추어탕,150,11,6,14,450.0
교동 한입떡갈비,332,15,18,26,170.0
교촌 궁중닭갈비볶음밥,435,11,15,64,230.0
교촌 닭가슴살 김치볶음밥,410,13,13,61,230.0
교촌 닭가슴살 데리야끼볶음밥,380,15,7,65,230.0
교촌 닭가슴살 도시락 고구마닭가슴살라이스&매콤큐브닭가슴살,300,20,6,42,220.0
교촌 닭가슴살 도시락 고구마닭가슴살라이스&쭈꾸미볶음,305,19,8,39,220.0
교촌 닭가슴살 도시락 닭가슴살카레라이스&골드오믈렛,355,19,12,43,220.0
교촌 닭가슴살 도시락 매콤닭가슴살라이스&버섯불고기큐브닭가슴살,300,22,7,37,220.0
교촌 닭가슴살 브리또 단짠콤보,275,16,7,36,125.0
교촌 닭가슴살 브리또 매운치킨하와이안,265,16,7,35,125.0
교촌 닭가슴살 브리또 매콤오리지널,265,15,7,36,125.0
교촌 닭가슴살 야채볶음밥,395,15,9,63,230.0
교촌 닭가슴살 카레볶음밥,395,14,9,63,230.0
교촌 닭갈비볶음밥,420,12,11,68,230.0
교촌궁중닭갈비볶음밥브리또,290,12,9,40,125.0
교촌닭갈비볶음밥브리또,295,11,11,38,125.0
구궁가마솥연잎찰밥,400,12,8,70,230.0
구기자찰보리죽,150,5,0.7,31,300.0
구룡찰순대,180,2,3.4,36,100.0
구수한 곤드레표고버섯밥&달콤두부조림,420,15,10,68,355.0
구수한 근대된장국,95,17,0,6,600.0
구수한 버섯된장찌개,176,12,4.1,23,255.0
구수한 청국장찌개,275,25,4,35,480.0
구수한 추어탕,195,14,5,24,500.0
구수한 추어탕,145,9,7,12,480.0
구수한버섯된장찌개,182,10,10,13,480.0
구슬함박스테이크 옐로우치즈,310,14,23,12,192.0
구슬함박스테이크 오리지널,265,14,15,19,180.0
구운 고구마와 수비드 닭가슴살 샐러드,370,18,14,43,300.0
구운 버섯 두부 샐러드,334,11,16,38,285.0
구운 버섯과 팔라펠 후무스 샐러드,450,18,18,52,300.0
구운 복숭아와 문어 샐러드,190,11,2.9,31,210.0
구운 소불고기 주먹밥,190,3,1.6,39,100.0
구운 연어 스크램블 샐러드,340,15,22,19,201.0
구운 호박과 마스카폰 치즈를 넣은 호박스프,274,2,25,12,200.0
구운스팸마요김밥,450,10,25,46,209.0
구운에그카레마요,191,5,7,27,105.0
구워먹는 불타는 순대,207,3,2,29,100.0
국내산 곡물로 만든 13곡현미미숫가루,420,16,6,75,100.0
국내산 암퇘지 김치찌개,74.2,5.47,4.79,2.29,100.0
국내산 재첩국,149,30,1,5,500.0
국내산 전복죽,317,7.4,3.1,65,122.0
국내산 현미로 만든 스틱 미숫가루,85,3,1.6,15,20.0
국내산굴국,57,5,3,3,250.0
국내산다슬기국,30,3,1.5,1.5,500.0
국떡 라볶이,199,5,1.2,42,100.0
국떡 매운맛,141,3,2.2,27,100.0
국떡 매콤짜장맛,133,4,0.7,27,100.0
국떡 알알이,183,6,2.1,36,100.0
국떡 오리지널,148,3,2,29,100.0
국떡 쫄볶이,193,5,1,41,100.0
국떡 컵떡국,313,6,2,67,133.0
국떡 컵볶이,388,6,2,86,163.0
국떡 컵볶이 매콤까르보,386,6.5,5,78,145.0
국떡 컵볶이 매콤짜장,373,6,1,83,144.0
국떡 통후추뉴트로,184,6,1.9,37,100.0
국떡 통후추맛,184,6,1.9,37,100.0
국떡 팬볶이,333,3,2.1,76,140.0
국떡 팬볶이 매콤까르보,386,6.5,5,78,145.0
국떡 팬볶이 매콤짜장,373,6,1,83,144.0
국립공원계룡산공주알밤소불고기도시락,571,21,19,79,374.0
국립공원내장산새송이떡갈비도시락,667,27,27,79,393.0
국물떡볶이,233,8,2,44,100.0
국물떡볶이,1271,24,5,282,500.0
국물떡볶이,774,13,0,171,632.0
국물떡볶이,195,4,2.6,38,100.0
국물의한수 사골우거지해장국,29.5,2,1.5,2,100.0
국물의한수 사골황태해장국,31.47,4,1.1,2,100.0
국물의한수 眞육개장,29.7,2,1.37,2.34,100.0
국물이 진한 소고기 쌀국수,270,8,1.8,56,143.0
국물자작 소불고기전골,962,51,38,103,1089.0
국민대표참치대란,210,5,10,25,110.0
국민마라탕,129,4,4.6,18,100.0
국민집밥 소불고기정식,631,29,19,86,385.0
국산 꽃게된장찌개,35,3,1,4,100.0
국산 재첩국,22,2,0,4,250.0
국산검은콩이든흑3곡미숫가루,145,5,1.8,26,35.0
국산들깨가루 버섯들깨탕,31,1,1,4,100.0
국산들깨가루 버섯들깨탕(냉장),31,1,1,4,100.0
군고구마 단호박 샐러드,250,5,4.8,45,240.0
군모닝버거,389,13,12,56,170.0
군산꼬꼬마양배추죽,118,0.8,0.8,27,30.0
군산식 일품 아귀찜,642,95,7,48,1245.0
군산오징어 오삼불고기,446,23,18,47,300.0
굳닭 닭가슴살곤약순대,129,8.4,0.5,23,100.0
굴소스볶음밥,360,8,6,69,250.0
굽네 갈비천왕치밥,320,18,5,50,200.0
굽네 닭가슴살 김치볶음밥,315,14,8,47,200.0
굽네 닭가슴살 야채볶음밥,325,16,4.1,56,200.0
굽네 닭가슴살 잡채볶음밥,305,12,6,51,200.0
굽네 더블소스 치킨스테이크 갈비천왕,305,17,10,37,170.0
굽네 더블소스 치킨스테이크 볼케이노,310,23,12,28,170.0
굽네 볼케이노치밥,325,9,7,57,200.0
굿빙고 학교앞매운떡볶이,186,3,1.5,39,100.0
굿프랜즈 게살볶음밥,485,12,6,98,300.0
굿프랜즈 김말이튀김,186,2,6.4,30,100.0
굿프랜즈 야채송송볶음밥,550,10,9,108,300.0
굿프랜즈 치즈불고기볶음밥,480,14,16,70,250.0
굿프랜즈감자탕볶음밥,440,11,14,67,250.0
굿프랜즈치즈닭갈비볶음밥,420,17,14,57,250.0
궁극의도시락 불백편,653,33,25,74,400.0
궁극의로제돈까스도시락,540,18,16,82,350.0
궁매콤한쪽갈비,1425,61,40,207,700.0
궁중 소고기 갈비찜,1491,94,72,116,1026.0
궁중 소고기 버섯잡채,721,24,21,109,421.0
궁중고기찜도시락,651,25,19,95,430.0
궁중당면 김말이 튀김,260,4,7,45,150.0
궁중소불고기,518,48,14,50,710.0
궁중육개장,26.2,1.5,0.6,3.7,100.0
권유경의 슬림 밸런스 샐러드 리코타,430,9,28,35,190.0
권유경의 슬림 밸런스 샐러드 비프,294,18,19,13,250.0
권유경의 슬림 밸런스 샐러드 쉬림프,245,18,18,12,260.0
권유경의 슬림 밸런스 샐러드 연어,384,11,34,9,230.0
권유경의 슬림 밸런스 샐러드 치킨,366,22,26,10,230.0
귀리 곤약밥&코코넛 닭가슴살 커리,400,13,10,65,250.0
귀리곤약밥,135,5,2.6,26.94,100.0
귀리곤약밥&간장닭갈비,285,14,3.8,49,215.0
귀리곤약밥&닭가슴살페퍼소시지,310,16,7,48,200.0
귀리곤약밥&두부닭가슴살스테이크,325,13,3,61,220.0
귀리불고기덮밥 & 새송이커리,312,12.98,7.64,47.71,210.0
귀리소고기죽,285,10,5,51,450.0
귀리쉐이크,172,9.5,4.1,24,40.0
귀리우유쉐이크,208,7,2.7,39,50.0
귀리잡곡밥 계란&김치볶음,198,8,4.6,31,148.0
귀리잡곡밥 계란후라이,227,8,6,26,163.0
귀리잡곡밥 매콤사태찜,363,24,6,53,247.0
귀리잡곡밥 빨간볼 매콤스테이크,222,9,6,33,145.0
귀리잡곡밥 청양고추스테이크,379,17,14,47,247.0
귀리잡곡밥 치즈&고추장닭갈비,452,22,16,56,280.0
귀리잡곡밥 커리&씨앗콩닭가슴살볼,402,18,12,55,256.0
귀리잡곡밥 훈제닭다리,452,23,17,57,280.0
귀리죽,161,3,5,26,320.0
귀리찰보리영양밥&닭가슴살스테이크,327,14,2,64,250.0
귀리찰보리영양밥&비프스테이크,375,13,4,71,250.0
귀리찰보리영양밥&씨앗스테이크,374,15,5,68,250.0
귀리찰보리영양밥&아메리칸치즈함박스테이크,312,15,4,55,250.0
귀리찰보리영양밥&파프리카맛소시지,363,19,8,53,250.0
귀리현미잡곡밥&닭가슴살소시지,386,15,11,56,235.0
귀리현미잡곡밥&표고버섯불고기,372.94,17,8,59,205.0
귀하다 닭가슴살 불닭볶음밥,442,26.7,8.5,64.5,250.0
귀하다 닭가슴살 숯불볶음밥,416,24,10,58,250.0
귀하다 닭가슴살 야채볶음밥,426,25.5,8,63,250.0
귀하다 닭가슴살 찜닭볶음밥,425,17.2,9,69.5,250.0
규동&계란말이,565,16,20,80,320.0
그 시절 추어탕,124,7,7.3,8,250.0
그때그시절 매콤 컵떡볶이,260,4,1.3,58,111.0
그때그시절 짜장 컵떡볶이,250,4,2.2,53,105.0
그라나파다노샐러드,148,5,3.6,24,175.0
그라나파다노치즈샐러드-S,66,4.66,4.11,2.7,85.0
그레이프 소스 스테이크,761,56,53,15,557.0
그릭 피타브레드 샐러드,616,23,29,65,300.0
그릭슈바인 감바스 필라프,335,8,4.2,66,220.0
그릭슈바인 모짜렐라 치킨 필라프,390,18,15,46,200.0
그릭슈바인 어니언 와규 필라프,370,11,10,59,200.0
그릭슈바인 치킨데리마요 필라프,435,12,17.1,58,220.0
그릭치킨샌드위치,332,22,9,40,180.0
그린가든 모닝글로리볶음밥,340,7,8,60,210.0
그린가든 카레볶음밥,340,6,6,65,210.0
그린미트버거,320,14,10,44,182.0
그린밤 감자 샐러드 햄치즈 샌드위치,170,5,9,17,100.0
그린밤 에그샐러드 샌드위치,196,7,13,13,100.0
그린밤 크랜베리 치킨 샐러드 샌드위치,145,7,6,15,100.0
그린밤 크랩 튜나 샐러드 샌드위치,130,6,5,14,100.0
그린빈두부조림과 율무크랜베리,270,16,6,43,220.0
그린샐러드,247,7,13,24,190.0
그린유부김밥,328,10,12,45,219.0
그린티쉐이크,171,8.4,3.8,26,40.0
그릴 포크 누들 샐러드,493,27.28,12.71,67.54,335.0
그릴드 닭가슴살 샐러드,180,10,6,21,205.0
그릴드 머쉬룸 크림 컵수프,80,1,1.6,15,20.0
그릴드 머쉬룸 크림수프,120,3,1.2,24,30.0
그릴드비프,270,19,8,31,210.0
그릴드치킨&바질치즈샐러드,200,9,10,19,167.0
그릴드치킨단호박샐러드,225,9,8,17,240.0
